Interval,504.0000,usec
pin1,pin2,pin3
344,343,343
343,344,343
341,344,342
340,344,343
340,344,343
339,344,342
340,343,342
341,343,342
341,342,341
343,341,340
343,341,340
344,341,339
343,341,339
342,340,338
340,341,338
339,341,337
339,341,338
339,341,338
340,343,338
342,343,339
344,343,339
343,344,340
343,344,340
342,344,341
342,343,342
341,344,343
340,344,343
341,343,343
341,342,344
341,342,345
342,342,344
342,342,344
341,341,344
342,341,343
342,341,342
341,342,342
341,342,341
341,342,340
341,342,340
340,343,340
340,343,339
341,342,338
341,342,338
342,342,338
342,342,338
342,342,338
341,342,338
341,342,338
342,342,339
341,342,339
341,342,340
342,343,340
343,342,341
342,342,341
342,342,342
342,342,342
341,342,343
341,342,343
341,342,343
341,342,343
341,342,343
342,341,343
342,341,343
341,341,343
341,341,343
342,342,342
342,342,342
342,343,342
342,343,341
343,344,341
342,344,340
341,344,339
341,344,339
340,344,339
341,343,339
341,343,338
341,343,338
341,343,338
342,342,338
342,342,338
341,342,338
341,341,339
340,342,340
341,341,341
341,342,342
341,342,342
342,342,343
341,342,343
342,343,344
340,344,344
341,343,344
341,344,345
341,344,345
342,344,344
342,344,343
341,343,343
342,343,342
342,342,342
342,343,340
341,343,340
341,343,339
341,343,339
341,343,338
342,343,337
342,343,337
342,342,338
342,342,338
341,341,338
341,341,339
341,340,339
341,341,340
341,341,340
340,341,341
340,340,342
340,341,343
341,341,343
342,340,343
342,342,343
343,342,343
345,343,343
344,344,343
343,344,343
343,344,343
341,344,343
340,344,342
339,344,342
339,343,341
340,343,341
342,342,340
343,341,340
344,341,340
344,341,339
344,341,339
342,340,338
340,341,338
338,341,337
338,341,338
338,341,338
340,342,338
342,343,339
343,343,340
344,344,340
343,344,340
342,344,341
341,344,342
340,344,343
340,344,343
341,343,344
340,342,344
341,343,345
342,343,345
342,342,344
341,342,344
342,341,343
342,341,343
341,342,342
341,342,341
341,342,340
340,342,340
340,343,340
340,342,339
341,341,338
341,342,338
342,342,337
342,342,338
341,341,338
341,342,338
342,342,338
342,342,339
342,342,340
342,343,340
342,342,340
342,343,341
342,343,341
342,342,342
342,342,343
342,342,343
342,343,343
341,341,343
341,342,343
341,342,343
342,341,343
341,341,343
341,341,343
342,342,342
343,341,342
342,342,342
342,343,341
343,343,341
342,344,340
341,344,340
340,344,340
340,344,339
340,343,339
341,343,339
341,343,339
341,343,338
342,343,338
342,342,338
341,342,338
340,342,339
340,341,340
341,341,341
341,342,341
341,342,342
341,342,342
341,343,343
341,342,344
341,342,344
340,343,344
340,343,344
342,343,345
342,343,344
341,343,343
342,342,343
341,342,343
342,342,342
342,342,341
342,342,340
341,343,340
341,343,339
342,343,338
342,343,338
341,344,338
342,344,338
342,343,338
341,343,338
341,342,338
342,342,339
341,342,339
341,341,340
342,340,340
341,341,341
341,341,341
341,341,342
340,340,343
340,341,343
340,341,344
341,340,344
342,341,343
342,342,343
344,343,343
344,343,343
343,344,343
342,345,342
341,345,342
339,344,342
339,344,342
340,343,341
340,342,340
342,342,340
343,342,339
345,341,339
344,341,338
343,342,338
342,341,337
340,341,337
338,341,338
338,342,338
340,342,339
341,343,339
342,343,340
344,343,341
344,344,342
343,343,342
341,344,342
341,343,343
340,343,343
339,342,344
340,342,344
341,342,345
342,341,345
342,341,344
342,341,344
343,341,343
343,341,342
342,341,342
341,342,341
341,342,340
340,342,340
340,343,340
341,343,339
342,343,339
343,343,338
343,344,338
342,344,338
341,343,338
341,343,338
341,342,338
342,342,338
342,342,339
342,343,339
342,342,340
342,342,341
341,342,341
341,342,341
340,342,342
340,341,342
340,341,342
341,341,343
342,342,343
342,342,343
342,342,343
342,342,343
341,342,343
340,341,343
339,341,342
339,341,342
340,341,342
341,341,341
343,342,341
344,342,341
345,343,340
344,343,340
342,344,339
341,344,339
340,345,339
339,344,339
340,344,339
341,344,339
342,343,339
342,343,339
342,342,339
342,342,339
341,341,340
341,341,340
341,341,341
340,340,341
339,341,342
340,341,343
341,341,343
342,342,343
342,342,344
342,343,344
342,342,344
341,344,343
341,344,343
343,343,343
342,344,343
343,344,343
342,344,341
341,343,341
340,343,340
341,343,339
342,342,339
341,343,338
341,343,338
342,343,338
342,343,338
341,343,338
341,343,338
340,343,339
339,343,339
340,342,340
340,342,340
340,341,341
342,341,341
342,341,341
341,341,341
340,341,342
340,341,343
340,341,343
340,341,343
340,341,343
341,341,343
343,342,342
344,342,342
345,343,342
345,344,341
344,344,341
342,344,341
340,344,341
339,344,341
340,343,340
340,343,340
342,342,340
344,342,340
344,341,340
344,341,339
344,341,339
343,340,339
341,341,338
339,340,338
338,342,339
339,341,339
340,342,340
341,343,340
343,343,341
343,343,341
342,343,342
342,344,342
341,344,343
341,343,343
340,344,343
340,343,343
341,342,344
341,342,344
341,342,344
342,342,343
342,342,342
342,341,342
342,341,342
341,342,341
341,342,340
340,342,340
341,342,339
341,342,339
341,343,339
342,343,338
342,343,339
341,342,339
341,342,339
342,342,339
341,342,339
342,341,339
342,342,340
342,342,340
342,342,340
342,342,340
342,342,341
341,343,341
342,342,341
341,342,341
341,341,342
341,342,342
341,342,342
341,342,342
341,342,342
342,341,342
342,342,342
341,341,342
341,341,342
340,341,342
341,342,342
343,342,341
343,343,341
342,343,341
342,344,340
342,344,340
342,345,340
341,344,339
341,344,339
340,344,339
341,343,339
341,343,339
341,342,339
342,342,339
342,342,339
341,341,339
341,341,340
340,341,340
340,341,341
341,341,342
341,342,342
341,342,343
341,343,343
341,342,344
341,343,344
341,344,344
341,343,344
342,343,344
342,344,344
342,344,343
342,344,343
341,343,342
341,343,342
342,342,341
341,342,340
341,343,339
341,343,339
341,343,338
342,343,339
341,343,338
342,343,338
341,343,338
341,342,339
341,342,339
341,341,340
341,341,340
342,342,340
342,341,341
341,341,341
340,341,341
340,341,342
341,341,342
341,341,342
341,341,343
342,342,343
344,342,342
345,342,342
344,343,342
343,344,342
342,344,342
340,344,341
339,344,341
339,344,341
340,343,341
341,343,341
342,342,340
344,341,340
344,341,340
344,341,339
343,341,338
341,340,338
339,341,338
338,341,338
339,341,338
340,342,339
342,343,339
344,343,340
344,343,340
343,344,341
342,344,341
342,344,342
341,343,343
340,344,343
340,343,344
341,342,344
341,342,344
342,343,345
343,342,344
342,342,344
341,341,344
341,342,343
341,341,342
341,341,342
340,342,341
341,342,340
341,342,340
340,343,339
340,343,339
341,342,338
341,342,339
341,342,338
341,342,338
341,342,338
341,342,338
341,342,339
342,342,339
342,342,340
342,342,340
342,343,340
343,342,340
342,342,341
342,342,341
341,342,342
342,342,342
341,342,342
341,342,343
342,342,343
342,342,343
342,341,343
342,341,343
342,341,343
341,341,342
341,341,342
342,342,342
342,343,341
342,343,341
342,343,341
343,344,340
342,345,339
341,344,339
341,344,339
340,344,339
340,343,339
341,343,339
341,343,338
341,342,339
341,342,339
341,342,339
340,342,339
340,341,340
340,341,341
340,341,342
341,342,342
341,342,343
341,342,344
341,342,344
342,342,344
341,343,344
341,343,344
341,343,344
341,344,344
342,343,343
342,343,343
341,342,342
342,342,342
343,342,341
342,342,340
341,343,339
341,343,339
341,343,338
341,343,338
341,344,338
342,343,337
342,343,338
341,343,338
342,342,339
341,342,339
341,341,340
341,341,340
341,341,340
341,341,341
341,341,341
341,341,342
342,341,343
341,341,343
341,341,343
341,340,344
342,342,343
343,342,343
343,342,343
343,343,343
343,344,342
342,344,342
341,344,342
340,344,341
340,344,341
340,342,341
341,342,340
342,342,340
343,342,340
345,341,339
344,341,338
343,341,338
341,341,338
339,341,338
339,342,338
339,342,338
340,342,339
341,343,340
343,343,340
344,343,341
343,343,341
342,344,342
341,344,343
341,343,343
339,343,343
339,343,344
341,342,344
341,342,345
342,342,345
342,342,344
342,341,343
342,341,343
342,341,342
341,341,342
341,341,341
340,342,340
340,343,340
341,343,339
341,343,339
341,343,338
342,344,338
342,343,338
342,343,338
340,342,338
342,342,338
342,342,338
342,342,339
342,342,339
342,342,339
342,342,340
341,342,340
341,342,341
341,342,341
341,341,341
341,342,342
342,341,342
342,342,342
342,342,342
343,343,343
342,343,343
341,342,343
340,342,342
340,342,342
340,342,342
340,341,342
341,341,342
343,341,341
344,342,341
345,343,340
344,343,340
343,343,340
342,344,339
341,345,339
340,344,339
339,344,339
340,343,339
342,343,339
342,343,339
342,342,339
341,342,339
341,342,339
341,341,340
340,341,341
340,340,341
339,341,342
341,341,342
341,341,344
341,342,344
341,342,344
342,342,344
342,343,344
341,344,344
341,343,343
341,344,343
342,344,343
343,344,342
342,344,342
341,343,341
341,343,340
342,342,340
342,343,339
341,343,338
341,343,338
341,343,338
341,343,338
341,343,338
341,342,338
340,343,338
340,342,339
341,342,340
341,342,340
341,341,340
342,341,341
341,341,341
340,341,341
340,341,342
341,341,343
341,341,343
341,341,343
341,341,343
342,342,343
344,342,342
345,342,342
344,344,342
344,344,341
343,344,341
341,344,341
340,344,341
340,344,341
340,343,341
341,343,341
343,342,340
343,342,340
344,341,340
343,341,339
343,341,339
342,340,338
340,340,338
339,341,338
339,341,339
339,342,339
340,343,340
342,343,340
343,343,341
343,343,342
342,344,342
341,344,343
341,343,343
339,344,343
340,343,344
341,343,344
341,342,344
342,342,344
343,342,343
342,342,343
342,341,343
342,341,342
342,341,341
341,342,341
340,342,340
341,342,339
341,342,339
340,343,339
341,344,338
342,343,338
342,342,338
341,342,338
342,342,338
342,342,338
342,342,339
342,342,339
343,342,340
342,342,340
341,342,340
341,342,340
341,342,341
341,342,341
341,342,341
342,341,342
342,342,342
342,342,342
343,342,342
342,343,342
341,342,342
341,342,342
340,341,342
340,342,342
340,342,342
341,342,342
343,342,342
344,342,341
343,343,341
343,343,341
342,343,340
341,344,339
340,344,339
340,344,339
339,344,339
341,343,339
341,343,339
342,342,339
342,343,339
342,342,339
341,342,339
340,341,340
340,341,340
340,341,341
340,341,342
340,342,342
341,342,343
341,342,343
341,342,344
342,342,344
341,343,344
341,343,344
342,343,344
342,344,344
342,344,343
342,343,343
341,343,342
341,343,342
342,342,341
341,343,340
341,343,339
341,343,338
342,343,338
342,343,338
342,344,338
342,343,338
341,343,338
340,343,338
341,342,339
341,342,339
341,341,340
342,341,340
342,341,340
341,341,341
341,341,341
340,341,342
340,341,342
340,341,343
341,341,343
342,342,343
343,342,342
344,342,342
344,343,342
344,344,342
343,344,342
341,344,341
339,344,342
339,344,341
340,343,341
340,343,341
341,342,340
343,341,340
344,341,340
344,341,339
343,341,339
342,340,338
340,341,338
339,342,338
339,342,338
339,342,339
341,343,339
343,344,340
344,343,340
343,343,341
342,344,341
342,344,342
341,343,343
340,343,344
340,343,344
341,342,344
341,342,345
341,342,345
343,342,344
343,342,344
342,341,344
342,342,343
342,342,342
341,342,342
339,342,341
340,342,340
341,343,340
340,343,339
341,343,338
342,343,338
342,343,338
341,342,338
341,342,338
342,342,338
342,342,338
342,342,338
342,342,339
341,342,339
340,342,340
341,343,340
342,343,341
342,342,341
342,342,341
343,342,342
343,342,342
342,342,342
341,343,343
342,342,343
342,342,343
340,342,343
340,341,343
340,341,342
341,341,342
342,342,342
343,341,342
343,342,342
343,343,341
344,343,341
343,344,340
341,344,339
340,344,339
340,344,339
340,344,339
341,343,339
341,343,339
341,343,339
342,343,339
342,342,338
342,342,339
341,342,340
341,341,340
340,341,341
340,342,341
340,342,342
341,342,343
341,342,344
342,342,344
342,342,344
341,343,344
341,343,344
342,343,344
342,344,344
342,343,344
341,344,343
341,342,343
341,343,342
342,343,341
342,342,340
342,343,339
342,343,339
342,343,338
342,343,338
341,344,338
341,344,337
341,343,338
340,343,338
340,342,339
341,342,339
341,341,340
342,341,340
342,341,340
341,341,341
340,341,341
340,341,342
340,340,342
340,341,343
341,341,343
342,341,343
343,342,343
344,342,343
345,343,342
344,344,343
343,344,342
341,344,342
340,344,342
339,344,341
340,343,341
341,343,341
342,342,340
343,342,340
344,342,340
345,341,340
344,341,339
342,341,338
340,341,338
339,341,338
338,342,338
339,342,339
341,342,339
342,343,339
343,343,340
344,343,341
343,343,341
342,344,342
341,343,342
340,343,343
339,343,343
340,343,344
341,343,344
341,342,345
342,342,345
343,342,344
343,341,344
342,341,343
341,342,343
341,342,342
340,342,341
340,342,340
340,342,340
341,343,339
341,343,339
342,343,338
342,343,338
342,343,338
342,343,338
342,342,338
342,342,338
342,342,339
341,343,339
341,342,339
341,342,339
341,342,339
342,343,340
342,343,341
342,342,341
342,341,341
342,342,342
342,341,342
342,342,342
341,342,342
341,342,343
341,342,342
340,341,343
340,341,343
340,341,342
342,341,342
342,341,342
343,342,342
344,342,341
343,343,341
343,343,340
342,344,340
342,344,339
340,345,339
340,344,339
341,344,339
341,344,339
342,343,339
342,343,339
342,343,339
342,342,339
341,342,339
340,341,339
340,341,340
339,341,341
339,341,342
340,341,342
341,341,343
342,342,344
343,342,344
342,343,344
342,342,344
341,343,344
340,343,344
341,343,344
341,344,344
342,343,343
342,343,342
342,343,342
342,343,341
342,343,340
342,342,339
342,343,339
341,343,338
341,343,338
341,343,338
341,344,338
342,343,338
342,343,338
340,343,338
340,342,339
341,342,339
341,341,340
341,341,340
342,341,341
341,341,341
341,341,341
340,341,342
340,341,343
340,341,343
340,341,343
341,341,343
342,341,343
343,342,342
344,343,342
344,344,342
343,344,342
342,344,341
341,344,341
339,344,341
338,344,341
340,343,341
342,342,340
343,342,340
344,341,340
345,341,339
345,341,339
343,342,338
341,341,338
339,341,338
338,341,339
338,341,339
340,342,339
341,342,340
343,343,341
345,344,341
344,344,342
342,343,342
341,343,343
340,344,343
339,343,343
339,342,344
